"","x"
"13750",1.16
"13751",1.45
"13752",1.4
"13753",1.44
"13754",1.55
"13755",1.6
"13756",1.71
"13757",1.7
"13758",1.69
"13759",1.63
"13760",1.74
"13761",1.76
"13762",1.8
"13763",1.55
"13764",1.67
"13765",1.55
"13766",1.76
"13767",1.87
"13768",1.78
"13769",1.86
"13770",1.76
"13771",1.67
"13772",1.8
"13773",1.82
"13774",1.81
"13775",1.72
"13776",1.63
"13777",1.76
"13778",1.7
"13779",1.63
"13780",1.63
"13781",1.63
"13782",1.63
"13783",1.68
"13784",1.76
"13785",1.63
"13786",1.65
"13787",1.58
"13788",1.59
"13789",1.29
"13790",1.57
"13791",1.36
"13792",1.45
"13793",1.45
"13794",1.44
"13795",1.54
"13796",1.76
"13797",1.39
"13798",1.34
"13799",1.68
"13800",1.57
"13801",1.55
"13802",1.33
"13803",1.47
"13804",1.63
"13805",1.5
"13806",0.68
"13807",0.99
"13808",1.45
"13809",1.46
"13810",1.39
"13811",1.41
"13812",2.16
"13813",1.79
"13814",2.55
"13815",2.1
"13816",1.4
"13817",1.39
"13818",1.21
"13819",1.57
"13820",1.46
"13821",1.22
"13822",1.34
"13823",2.06
"13824",1.67
"13825",1.74
"13826",1.58
"13827",1.64
"13828",2.25
"13829",1.86
"13830",1.66
"13831",1.33
"13832",1.42
"13833",1.23
"13834",1.67
"13835",1.66
"13836",1.44
"13837",1.22
"13838",1.61
"13839",1.19
"13840",1.03
"13841",1.39
"13842",1.64
"13843",0.96
"13844",1.3
"13845",1.33
"13846",0.87
"13847",1.13
"13848",1.29
"13849",1.89
"13850",1.76
"13851",0.9
"13852",1.12
"13853",1.35
"13854",1.6
"13855",1.22
"13856",1.25
"13857",1.44
"13858",1.6
"13859",1.6
"13860",1.63
"13861",2.01
"13862",2.01
"13863",1.87
"13864",1.85
"13865",1.85
"13866",1.83
"13867",1.69
"13868",1.69
"13869",1.65
"13870",1.87
"13871",1.81
"13872",1.85
"13873",1.77
"13874",1.83
"13875",1.79
"13876",1.83
"13877",1.84
"13878",1.65
"13879",1.68
"13880",1.72
"13881",1.76
"13882",1.87
"13883",1.88
"13884",1.72
"13885",1.78
"13886",1.7
"13887",1.58
"13888",1.8
"13889",1.33
"13890",1.66
"13891",1.65
"13892",1.59
"13893",1.61
"13894",1.49
"13895",1.33
"13896",1.73
"13897",1.43
"13898",1.42
"13899",1.54
"13900",1.79
"13901",1.71
"13902",1.76
"13903",1.59
"13904",1.54
"13905",1.56
"13906",1.59
"13907",1.66
"13908",1.59
"13909",1.68
"13910",1.66
"13911",1.61
"13912",1.58
"13913",1.3
"13914",1.27
"13915",1.1
"13916",1.61
"13917",1.16
"13918",1.76
"13919",1.16
"13920",1.39
"13921",1.25
"13922",1.79
"13923",1.54
"13924",1.52
"13925",1.24
"13926",1.29
"13927",1.32
"13928",1.56
"13929",1.43
"13930",1.33
"13931",1.39
"13932",1.44
"13933",1.5
"13934",1.41
"13935",1.44
"13936",1.19
"13937",1.2
"13938",1.16
"13939",0.95
"13940",1.05
"13941",1.03
"13942",1.37
"13943",1.36
"13944",1.37
"13945",1.41
"13946",1.19
"13947",0.93
"13948",1.35
"13949",1.14
"13950",1
"13951",1.23
"13952",1.54
"13953",1.41
"13954",1.48
"13955",1.29
"13956",1.34
"13957",1.35
"13958",1.45
"13959",1.4
"13960",1.35
"13961",1.45
"13962",1.68
"13963",1.5
"13964",1.39
"13965",1.16
"13966",1.1
"13967",0.98
"13968",1.17
"13969",0.96
"13970",1.77
"13971",0.97
"13972",1.15
"13973",1.02
"13974",1.69
"13975",1.34
"13976",1.52
"13977",1.08
"13978",1.15
"13979",1.05
"13980",1.41
"13981",1.26
"13982",1.19
"13983",1.2
"13984",1.51
"13985",1.49
"13986",1.33
"13987",1.52
"13988",1.19
"13989",1.18
"13990",1.21
"13991",0.89
"13992",0.96
"13993",0.79
"13994",1.35
"13995",1.36
"13996",1.35
"13997",1.4
"13998",1.06
"13999",0.81
"14000",1.31
"14001",0.99
"14002",0.94
"14003",1.22
"14004",1.55
"14005",1.29
"14006",1.38
"14007",1.21
"14008",1.29
"14009",1.33
"14010",1.55
"14011",1.37
"14012",1.28
"14013",1.24
"14014",2.41
"14015",2.36
"14016",2.46
"14017",2.52
"14018",2.61
"14019",2.54
"14020",2.65
"14021",2.82
"14022",2.44
"14023",2.23
"14024",2.13
"14025",2.39
"14026",2.33
"14027",2.18
"14028",2.17
"14029",2.19
"14030",2.19
"14031",2.23
"14032",2.19
"14033",1.96
"14034",2.2
"14035",2.19
"14036",2.15
"14037",2.14
"14038",2.13
"14039",2.13
"14040",1.79
"14041",2.13
"14042",2.11
"14043",2.08
"14044",1.99
"14045",2.01
"14046",1.72
"14047",1.4
"14048",1.41
"14049",2.01
"14050",1.95
"14051",2.05
"14052",2.03
"14053",2.07
"14054",1.96
"14055",2.04
"14056",1.88
"14057",2.01
"14058",2.04
"14059",1.98
"14060",1.72
"14061",1.73
"14062",1.73
"14063",1.72
"14064",1.68
"14065",1.68
"14066",1.43
"14067",1.63
"14068",1.49
"14069",2.06
"14070",2.12
"14071",2.22
"14072",2.1
"14073",2.51
"14074",2.74
"14075",2.73
"14076",2.28
"14077",2.22
"14078",1.99
"14079",2.35
"14080",2.15
"14081",1.59
"14082",1.79
"14083",1.89
"14084",1.92
"14085",1.91
"14086",1.48
"14087",1.97
"14088",1.69
"14089",1.91
"14090",1.43
"14091",1.49
"14092",1.52
"14093",1.46
"14094",1.45
"14095",1.52
"14096",1.44
"14097",1.15
"14098",1.53
"14099",1.37
"14100",1.37
"14101",1.22
"14102",1.29
"14103",1.23
"14104",1.25
"14105",1.35
"14106",1.4
"14107",1.38
"14108",1.21
"14109",1.12
"14110",1.25
"14111",1.42
"14112",1.32
"14113",1.4
"14114",1.31
"14115",1.46
"14116",1.32
"14117",1.41
"14118",2.56
"14119",2.57
"14120",2.67
"14121",2.67
"14122",2.88
"14123",2.94
"14124",2.99
"14125",3.12
"14126",3.25
"14127",2.93
"14128",2.34
"14129",2.72
"14130",2.64
"14131",2.35
"14132",2.39
"14133",2.37
"14134",2.38
"14135",2.38
"14136",2.37
"14137",2.02
"14138",2.33
"14139",2.29
"14140",2.37
"14141",2.3
"14142",2.32
"14143",2.31
"14144",2.21
"14145",2.31
"14146",2.25
"14147",2.3
"14148",2.34
"14149",2.34
"14150",2.27
"14151",1.32
"14152",1.33
"14153",2.21
"14154",2.33
"14155",2.33
"14156",2.3
"14157",2.23
"14158",2.33
"14159",2.27
"14160",2.31
"14161",2.29
"14162",2.38
"14163",2.37
"14164",1.93
"14165",2.3
"14166",1.89
"14167",1.95
"14168",1.93
"14169",1.93
"14170",0.81
"14171",1.08
"14172",1.54
"14173",1.45
"14174",1.53
"14175",1.59
"14176",2.28
"14177",1.69
"14178",2.73
"14179",2.24
"14180",1.59
"14181",1.73
"14182",1.45
"14183",1.69
"14184",1.59
"14185",1.39
"14186",2.09
"14187",2.24
"14188",1.83
"14189",2.19
"14190",1.81
"14191",1.34
"14192",1.95
"14193",2.11
"14194",1.8
"14195",1.65
"14196",1.74
"14197",1.75
"14198",1.87
"14199",1.76
"14200",1.62
"14201",1.55
"14202",1.71
"14203",1.2
"14204",1.25
"14205",1.31
"14206",1.51
"14207",0.89
"14208",1.27
"14209",1.55
"14210",0.98
"14211",1.18
"14212",1.22
"14213",1.46
"14214",1.41
"14215",0.98
"14216",1.26
"14217",1.36
"14218",1.47
"14219",1.26
"14220",1.29
"14221",1.58
"14222",1.59
"14223",1.5
"14224",1.49
"14225",1.69
"14226",1.77
"14227",1.7
"14228",1.73
"14229",1.67
"14230",1.73
"14231",1.4
"14232",1.55
"14233",1.6
"14234",1.87
"14235",1.81
"14236",1.66
"14237",1.6
"14238",1.6
"14239",1.51
"14240",1.6
"14241",1.61
"14242",1.42
"14243",1.58
"14244",1.58
"14245",1.32
"14246",1.35
"14247",1.23
"14248",1.24
"14249",1.21
"14250",1.31
"14251",1.31
"14252",1.41
"14253",1.45
"14254",1.48
"14255",1.55
"14256",1.44
"14257",1.49
"14258",1.47
"14259",1.34
"14260",1.37
"14261",1.41
"14262",1.36
"14263",1.45
"14264",1.56
"14265",1.67
"14266",1.58
"14267",1.55
"14268",1.61
"14269",1.54
"14270",1.5
"14271",1.66
"14272",1.6
"14273",1.58
"14274",1.21
"14275",1.1
"14276",1.12
"14277",1.21
"14278",1.18
"14279",1.22
"14280",1.24
"14281",1.44
"14282",1.48
"14283",1.41
"14284",1.09
"14285",1.09
"14286",1.14
"14287",1.15
"14288",1.14
"14289",1.07
"14290",1.08
"14291",1.04
"14292",0.97
"14293",0.98
"14294",1.26
"14295",1.22
"14296",1.21
"14297",1.21
"14298",1.18
"14299",1.13
"14300",1.17
"14301",1.14
"14302",1.11
"14303",1.1
"14304",1.07
"14305",1.05
"14306",1.11
"14307",1.07
"14308",1.13
"14309",1.11
"14310",1.15
"14311",1.21
"14312",1.22
"14313",1.25
"14314",1.23
"14315",1.24
"14316",1.21
"14317",1.24
"14318",1.28
"14319",1.31
"14320",1.35
"14321",1.41
"14322",1.35
"14323",1.33
"14324",1.38
"14325",1.38
"14326",1.41
"14327",1.26
"14328",1.29
"14329",1.44
"14330",1.55
"14331",1.58
"14332",1.58
"14333",1.62
"14334",1.75
"14335",1.36
"14336",1.35
"14337",1.44
"14338",2.13
"14339",1.81
"14340",1.58
"14341",1.5
"14342",1.54
"14343",1.41
"14344",1.65
"14345",1.63
"14346",1.39
"14347",1.62
"14348",1.67
"14349",1.45
"14350",1.4
"14351",1.16
"14352",1.31
"14353",1.22
"14354",1.31
"14355",1.31
"14356",1.41
"14357",1.44
"14358",1.44
"14359",1.53
"14360",1.44
"14361",1.47
"14362",1.48
"14363",1.44
"14364",1.49
"14365",1.48
"14366",1.46
"14367",1.45
"14368",1.61
"14369",1.66
"14370",1.61
"14371",1.57
"14372",1.61
"14373",1.63
"14374",1.55
"14375",1.69
"14376",1.64
"14377",1.32
"14378",0.89
"14379",1.03
"14380",1.38
"14381",1.48
"14382",1.33
"14383",1.67
"14384",2.35
"14385",2.02
"14386",2.89
"14387",2.23
"14388",1.83
"14389",2.26
"14390",1.64
"14391",2.27
"14392",1.51
"14393",1.53
"14394",1.93
"14395",2.51
"14396",1.95
"14397",2.25
"14398",1.64
"14399",1.31
"14400",2.16
"14401",2.32
"14402",2.23
"14403",1.69
"14404",1.76
"14405",1.75
"14406",1.89
"14407",1.91
"14408",1.64
"14409",1.49
"14410",1.61
"14411",1.41
"14412",1.27
"14413",1.46
"14414",1.14
"14415",0.85
"14416",1.33
"14417",1.45
"14418",1.08
"14419",1.28
"14420",1.31
"14421",1.69
"14422",1.42
"14423",0.98
"14424",1.22
"14425",1.42
"14426",1.52
"14427",1.19
"14428",1.2
"14429",1.69
"14430",1.36
"14431",1.35
"14432",1.53
"14433",1.43
"14434",1.14
"14435",1.04
"14436",1.49
"14437",1.29
"14438",1
"14439",1.12
"14440",1.6
"14441",1.23
"14442",1.23
"14443",1.5
"14444",1.54
"14445",1.52
"14446",1.06
"14447",1.04
"14448",1.88
"14449",1.97
"14450",1.77
"14451",1.57
"14452",1.69
"14453",2
"14454",1.74
"14455",1.75
"14456",1.74
"14457",1.83
"14458",1.72
"14459",1.96
"14460",2.2
"14461",2.03
"14462",1.69
"14463",1.47
"14464",1.3
"14465",0.69
"14466",1.21
"14467",0.58
"14468",0.75
"14469",0.88
"14470",0.9
"14471",1.1
"14472",1.82
"14473",0.9
"14474",0.82
"14475",1.71
"14476",1.63
"14477",0.91
"14478",0.68
"14479",0.98
"14480",1.42
"14481",0.86
"14482",1.69
"14483",1.63
"14484",1.77
"14485",1.83
"14486",1.86
"14487",1.77
"14488",1.81
"14489",1.7
"14490",1.73
"14491",1.69
"14492",1.61
"14493",1.6
"14494",1.59
"14495",1.6
"14496",1.51
"14497",1.54
"14498",1.56
"14499",1.54
"14500",1.53
"14501",1.53
"14502",1.54
"14503",1.41
"14504",1.45
"14505",1.6
"14506",1.64
"14507",1.68
"14508",1.68
"14509",1.71
"14510",1.49
"14511",1.42
"14512",1.55
"14513",1.45
"14514",1.45
"14515",1.56
"14516",1.54
"14517",1.63
"14518",1.71
"14519",1.59
"14520",1.46
"14521",1.57
"14522",1.54
"14523",1.66
"14524",2.09
"14525",1.62
"14526",1.71
"14527",1.96
"14528",2.06
"14529",1.98
"14530",1.64
"14531",1.53
"14532",1.54
"14533",1.46
"14534",1.21
"14535",1.22
"14536",1.37
"14537",1.45
"14538",1.47
"14539",1.5
"14540",1.49
"14541",1.52
"14542",1.47
"14543",1.49
"14544",1.4
"14545",1.58
"14546",2.29
"14547",1.51
"14548",1.35
"14549",1.35
"14550",1.37
"14551",1.39
"14552",1.36
"14553",1.35
"14554",1.35
"14555",1.24
"14556",1.2
"14557",1.44
"14558",1.44
"14559",1.3
"14560",1.5
"14561",1.36
"14562",1.42
"14563",1.36
"14564",1.33
"14565",1.46
"14566",1.5
"14567",1.51
"14568",1.49
"14569",1.47
"14570",1.47
"14571",1.31
"14572",1.37
"14573",1.33
"14574",1.34
"14575",1.28
"14576",1.5
"14577",1.55
"14578",1.46
"14579",1.48
"14580",1.49
"14581",1.6
"14582",1.44
"14583",1.59
"14584",1.6
"14585",1.08
"14586",1.34
"14587",1.43
"14588",1.42
"14589",1.56
"14590",1.64
"14591",1.63
"14592",1.7
"14593",1.68
"14594",1.93
"14595",1.63
"14596",1.5
"14597",1.52
"14598",1.71
"14599",1.69
"14600",1.67
"14601",1.52
"14602",1.54
"14603",1.49
"14604",1.51
"14605",1.48
"14606",1.55
"14607",1.58
"14608",1.65
"14609",1.63
"14610",1.51
"14611",1.47
"14612",1.5
"14613",1.45
"14614",1.45
"14615",1.43
"14616",1.41
"14617",1.36
"14618",1.45
"14619",1.3
"14620",1.28
"14621",1.25
"14622",1.38
"14623",1.26
"14624",1.44
"14625",1.44
"14626",1.27
"14627",1.29
"14628",1.28
"14629",1.44
"14630",1.45
"14631",1.37
"14632",1.44
"14633",1.43
"14634",1.41
"14635",1.44
"14636",1.35
"14637",1.43
"14638",0.91
"14639",1.23
"14640",1.34
"14641",1.31
"14642",1.52
"14643",1.66
"14644",1.81
"14645",1.84
"14646",2.16
"14647",1.92
"14648",1.56
"14649",1.68
"14650",1.59
"14651",1.78
"14652",1.59
"14653",1.48
"14654",1.61
"14655",1.92
"14656",1.82
"14657",1.75
"14658",1.7
"14659",1.65
"14660",1.88
"14661",1.85
"14662",1.54
"14663",1.47
"14664",1.56
"14665",1.49
"14666",1.6
"14667",1.58
"14668",1.37
"14669",1.27
"14670",1.39
"14671",1.08
"14672",1.01
"14673",1.01
"14674",1.31
"14675",0.99
"14676",1.27
"14677",1.39
"14678",0.99
"14679",1
"14680",0.96
"14681",1.42
"14682",1.37
"14683",1.07
"14684",1.22
"14685",1.23
"14686",1.27
"14687",1.27
"14688",1.09
"14689",1.41
"14690",1.31
"14691",1.34
"14692",1.54
"14693",1.82
"14694",1.72
"14695",1.75
"14696",1.59
"14697",2.01
"14698",2.57
"14699",2.27
"14700",2.93
"14701",2.35
"14702",2.79
"14703",2.83
"14704",1.77
"14705",1.87
"14706",1.82
"14707",1.69
"14708",1.76
"14709",1.72
"14710",1.78
"14711",1.84
"14712",1.99
"14713",1.89
"14714",1.65
"14715",1.43
"14716",1.38
"14717",1.37
"14718",1.36
"14719",1.29
"14720",1.35
"14721",1.36
"14722",1.25
"14723",1.1
"14724",1.09
"14725",1.36
"14726",1.36
"14727",1.31
"14728",1.29
"14729",1.41
"14730",1.47
"14731",1.3
"14732",1.32
"14733",1.36
"14734",1.48
"14735",1.39
"14736",1.49
"14737",1.64
"14738",1.47
"14739",1.45
"14740",1.37
"14741",1.58
"14742",1.46
"14743",1.58
"14744",1.43
"14745",1.45
"14746",1.44
"14747",1.57
"14748",1.75
"14749",1.71
"14750",1.5
"14751",1.38
"14752",1.49
"14753",1.47
"14754",1.4
"14755",1.59
"14756",1.42
"14757",1.55
"14758",1.78
"14759",2
"14760",1.91
"14761",1.86
"14762",1.9
"14763",1.98
"14764",1.67
"14765",1.42
"14766",1.87
"14767",2
"14768",2.03
"14769",2.13
"14770",2.03
"14771",2.04
"14772",1.63
"14773",1.87
"14774",1.84
"14775",1.57
"14776",1.79
"14777",1.74
"14778",1.92
"14779",1.85
"14780",1.92
"14781",1.86
"14782",2.02
"14783",1.87
"14784",1.97
"14785",1.84
"14786",1.71
"14787",1.67
"14788",1.78
"14789",1.72
"14790",1.86
"14791",1.82
"14792",1.84
"14793",1.94
"14794",1.87
"14795",1.28
"14796",1.59
"14797",1.59
"14798",1.63
"14799",1.62
"14800",1.66
"14801",1.62
"14802",1.8
"14803",1.86
"14804",2.04
"14805",2.06
"14806",2.23
"14807",2.55
"14808",2.75
"14809",2.56
"14810",2.54
"14811",2.59
"14812",2.59
"14813",2.59
"14814",2.18
"14815",2.14
"14816",1.97
"14817",1.78
"14818",1.85
"14819",1.89
"14820",1.61
"14821",1.53
"14822",1.31
"14823",1.49
"14824",1.06
"14825",1.44
"14826",1.59
"14827",1.38
"14828",1.46
"14829",1.37
"14830",1.59
"14831",1.63
"14832",1.27
"14833",0.91
"14834",1.26
"14835",1.27
"14836",1.23
"14837",0.9
"14838",0.62
"14839",0.64
"14840",1.06
"14841",1.07
"14842",1.28
"14843",1.53
"14844",1.62
"14845",1.62
"14846",1.74
"14847",1.81
"14848",1.53
"14849",1.56
"14850",1.58
"14851",1.51
"14852",1.58
"14853",1.69
"14854",1.8
"14855",1.81
"14856",1.84
"14857",1.81
"14858",1.64
"14859",1.6
"14860",1.5
"14861",1.62
"14862",1.53
"14863",1.54
"14864",1.59
"14865",1.68
"14866",1.82
"14867",1.75
"14868",1.66
"14869",1.65
"14870",1.6
"14871",1.51
"14872",1.57
"14873",2.26
"14874",2.2
"14875",2.21
"14876",2.2
"14877",2.17
"14878",2.15
"14879",2.18
"14880",2.2
"14881",2.11
"14882",2.13
"14883",2.15
"14884",2.14
"14885",1.96
"14886",1.89
"14887",1.97
"14888",1.97
"14889",2.06
"14890",2.12
"14891",1.97
"14892",1.93
"14893",1.81
"14894",1.85
"14895",1.85
"14896",1.85
"14897",1.85
"14898",1.82
"14899",1.85
"14900",1.92
"14901",1.72
"14902",1.44
"14903",1.79
"14904",1.76
"14905",1.77
"14906",1.47
"14907",1.85
"14908",1.88
"14909",2.33
"14910",2.34
"14911",2.41
"14912",2.62
"14913",2.78
"14914",2.79
"14915",2.64
"14916",2.65
"14917",2.63
"14918",2.71
"14919",2.75
"14920",2.62
"14921",2.32
"14922",2.21
"14923",2.21
"14924",2.23
"14925",2.26
"14926",1.58
"14927",1.92
"14928",2.09
"14929",1.55
"14930",1.27
"14931",1.27
"14932",1.22
"14933",1.27
"14934",1.27
"14935",1.17
"14936",1.22
"14937",1.23
"14938",1.23
"14939",1.18
"14940",0.82
"14941",0.81
"14942",1.25
"14943",1.16
"14944",0.72
"14945",1.15
"14946",1.65
"14947",1.58
"14948",0.95
"14949",1.06
"14950",1.06
"14951",1.06
"14952",1.04
"14953",1.05
"14954",1.86
"14955",1.83
"14956",1.82
"14957",1.74
"14958",1.88
"14959",1.81
"14960",1.81
"14961",1.87
"14962",1.95
"14963",1.83
"14964",1.58
"14965",1.6
"14966",1.56
"14967",1.61
"14968",1.56
"14969",1.56
"14970",1.74
"14971",1.76
"14972",1.75
"14973",1.72
"14974",1.77
"14975",1.61
"14976",1.61
"14977",1.59
"14978",1.61
"14979",2.17
"14980",2.13
"14981",2.13
"14982",2.12
"14983",2.07
"14984",2.04
"14985",2.04
"14986",1.92
"14987",1.99
"14988",1.98
"14989",2.02
"14990",1.88
"14991",2
"14992",2
"14993",2
"14994",2.02
"14995",2.06
"14996",2.09
"14997",1.72
"14998",2.01
"14999",2.06
"15000",1.95
"15001",1.63
"15002",1.9
"15003",1.93
"15004",1.88
"15005",1.95
"15006",2.06
"15007",1.15
"15008",1.15
"15009",1.15
"15010",1.14
"15011",1.18
"15012",1.26
"15013",1.42
"15014",1.39
"15015",1.36
"15016",1.35
"15017",1.35
"15018",1.33
"15019",1.34
"15020",1.39
"15021",1.4
"15022",1.47
"15023",1.8
"15024",1.41
"15025",1.37
"15026",1.46
"15027",1.27
"15028",1.34
"15029",1.44
"15030",1.28
"15031",1.26
"15032",2.55
"15033",2.57
"15034",2.57
"15035",2.54
"15036",2.46
"15037",2.51
"15038",2.19
"15039",2.16
"15040",2.16
"15041",2.19
"15042",2.16
"15043",2.14
"15044",2.14
"15045",2.17
"15046",2.09
"15047",2.16
"15048",2.05
"15049",2.05
"15050",1.89
"15051",1.93
"15052",1.98
"15053",1.81
"15054",1.81
"15055",1.61
"15056",1.5
"15057",1.58
"15058",1.73
"15059",1.64
"15060",1.71
"15061",1.82
"15062",1.75
"15063",1.89
"15064",1.81
"15065",2
"15066",1.98
"15067",1.99
"15068",1.76
"15069",2.01
"15070",2
"15071",2.1
"15072",2.17
"15073",2.08
"15074",2.05
"15075",2.18
"15076",2.2
"15077",2.09
"15078",2.54
"15079",2.37
"15080",2.21
"15081",2.18
"15082",2.14
"15083",2.17
"15084",2.14
"15085",1.62
"15086",1.73
"15087",1.66
"15088",1.78
"15089",1.79
"15090",1.64
"15091",1.76
"15092",1.78
"15093",1.76
"15094",1.59
"15095",1.61
"15096",1.6
"15097",1.67
"15098",1.63
"15099",1.64
"15100",1.7
"15101",1.57
"15102",1.53
"15103",1.45
"15104",1.34
"15105",1.5
"15106",1.54
"15107",1.36
"15108",1.44
"15109",1.53
"15110",1.66
"15111",1.5
"15112",1.46
"15113",1.71
"15114",1.83
"15115",1.86
"15116",1.91
"15117",1.9
"15118",2.11
"15119",2.13
"15120",2.15
"15121",2.22
"15122",2.02
"15123",2.08
"15124",2.38
"15125",2.67
"15126",2.82
"15127",2.55
"15128",2.77
"15129",2.8
"15130",2.82
"15131",2.83
"15132",2.48
"15133",2.35
"15134",2.36
"15135",2.07
"15136",2
"15137",1.99
"15138",2.06
"15139",2.09
"15140",1.99
"15141",2.03
"15142",2.15
"15143",2.47
"15144",2.5
"15145",2.48
"15146",2.21
"15147",2.31
"15148",2.53
"15149",2.58
"15150",2.05
"15151",2.02
"15152",1.95
"15153",2.01
"15154",1.96
"15155",1.86
"15156",1.78
"15157",1.7
"15158",1.67
"15159",1.63
"15160",1.62
"15161",1.5
"15162",1.48
"15163",1.5
"15164",1.49
"15165",1.7
"15166",1.79
"15167",1.81
"15168",1.39
"15169",1.65
"15170",1.75
"15171",1.73
"15172",1.79
"15173",2.06
"15174",1.95
"15175",2.06
"15176",2.1
"15177",1.9
"15178",1.8
"15179",1.84
"15180",1.92
"15181",2.13
"15182",1.96
"15183",2.05
"15184",2.11
"15185",1.71
"15186",1.69
"15187",1.74
"15188",1.9
"15189",1.88
"15190",1.83
"15191",1.99
"15192",1.98
"15193",1.98
"15194",1.98
"15195",1.96
"15196",1.94
"15197",1.93
"15198",1.94
"15199",1.93
"15200",1.95
"15201",1.97
"15202",1.67
"15203",1.74
"15204",1.95
"15205",1.94
"15206",1.67
"15207",1.68
"15208",1.93
"15209",1.64
"15210",1.69
"15211",1.6
"15212",1.53
"15213",1.49
"15214",1.51
"15215",1.51
"15216",1.85
"15217",1.81
"15218",1.34
"15219",1.36
"15220",1.73
"15221",1.73
"15222",1.69
"15223",1.72
"15224",1.69
"15225",1.66
"15226",1.67
"15227",1.92
"15228",1.87
"15229",1.86
"15230",1.81
"15231",1.94
"15232",2.01
"15233",2.2
"15234",2.14
"15235",2.15
"15236",2.17
"15237",1.95
"15238",1.92
"15239",1.97
"15240",2.06
"15241",1.85
"15242",1.82
"15243",1.82
"15244",1.29
"15245",1.28
"15246",1.46
"15247",1.55
"15248",0.77
"15249",1.65
"15250",1.78
"15251",1.66
"15252",1.41
"15253",1.48
"15254",1.66
"15255",1.92
"15256",0.98
"15257",0.86
"15258",0.83
"15259",1.04
"15260",1.68
"15261",0.64
"15262",0.44
"15263",0.49
"15264",0.51
"15265",0.64
"15266",0.57
"15267",0.8
"15268",1.58
"15269",1.88
"15270",1.07
"15271",1.23
"15272",1.14
"15273",1.54
"15274",1.56
"15275",1.52
"15276",1.54
"15277",1.54
"15278",1.47
"15279",1.53
"15280",1.67
"15281",1.73
"15282",1.68
"15283",1.78
"15284",1.89
"15285",1.91
"15286",2.22
"15287",2.03
"15288",2.13
"15289",2.1
"15290",1.87
"15291",1.8
"15292",1.73
"15293",1.72
"15294",1.61
"15295",1.73
"15296",1.69
"15297",1.38
"15298",1.46
"15299",1.28
"15300",1.14
"15301",0.83
"15302",1.44
"15303",1.51
"15304",1.44
"15305",1.64
"15306",1.61
"15307",1.7
"15308",1.63
"15309",1.03
"15310",0.97
"15311",1.39
"15312",0.72
"15313",1.5
"15314",0.83
"15315",0.52
"15316",0.66
"15317",0.74
"15318",1
"15319",0.98
"15320",1.49
"15321",0.94
"15322",1.73
"15323",1.56
"15324",1.58
"15325",1.48
"15326",1.44
"15327",1.41
"15328",1.53
"15329",1.66
"15330",1.65
"15331",1.63
"15332",1.7
"15333",1.64
"15334",1.67
"15335",1.69
"15336",1.71
"15337",1.73
"15338",1.7
"15339",1.68
"15340",1.79
"15341",1.81
"15342",1.81
"15343",1.9
"15344",1.8
"15345",1.68
"15346",1.63
"15347",1.62
"15348",1.57
"15349",1.49
"15350",1.06
"15351",1.02
"15352",1.33
"15353",1.44
"15354",1.35
"15355",1.08
"15356",1.13
"15357",1.46
"15358",1.45
"15359",1.35
"15360",1.28
"15361",1.34
"15362",1.12
"15363",1.24
"15364",1.41
"15365",1.14
"15366",1.1
"15367",1.11
"15368",1.04
"15369",1.05
"15370",1.17
"15371",1.35
"15372",1.3
"15373",1.16
"15374",1.03
"15375",1.04
"15376",1.02
"15377",1.06
"15378",1.48
"15379",1.61
"15380",1.46
"15381",1.67
"15382",1.79
"15383",2.01
"15384",2.01
"15385",1.99
"15386",2.05
"15387",2.01
"15388",1.64
"15389",1.55
"15390",1.97
"15391",1.93
"15392",1.69
"15393",2.02
"15394",2.06
"15395",2.02
"15396",2.16
"15397",2.11
"15398",2.08
"15399",1.95
"15400",1.83
"15401",1.83
"15402",1.83
"15403",1.94
"15404",1.44
"15405",1.17
"15406",1.25
"15407",1.97
"15408",1.97
"15409",1.69
"15410",1.38
"15411",0.74
"15412",0.9
"15413",1.24
"15414",0.9
"15415",0.96
"15416",0.89
"15417",0.84
"15418",0.85
"15419",0.89
"15420",0.98
"15421",0.94
"15422",0.78
"15423",1.16
"15424",1.44
"15425",1.38
"15426",1.49
"15427",0.98
"15428",0.73
"15429",0.8
"15430",0.91
"15431",1.05
"15432",1.37
"15433",1.41
"15434",1.39
"15435",1.39
"15436",1.43
"15437",1.37
"15438",1.42
"15439",1.58
"15440",1.65
"15441",1.61
"15442",1.69
"15443",1.82
"15444",1.75
"15445",2.08
"15446",1.85
"15447",1.88
"15448",1.87
"15449",1.64
"15450",1.59
"15451",1.54
"15452",1.68
"15453",1.61
"15454",1.74
"15455",1.6
"15456",1.47
"15457",1.44
"15458",1.39
"15459",1.51
"15460",0.92
"15461",1.75
"15462",1.64
"15463",1.5
"15464",1.76
"15465",1.81
"15466",1.83
"15467",1.79
"15468",0.93
"15469",0.9
"15470",1.46
"15471",0.65
"15472",1.32
"15473",0.7
"15474",0.48
"15475",0.57
"15476",0.57
"15477",0.82
"15478",0.85
"15479",1.54
"15480",0.77
"15481",1.88
"15482",1.74
"15483",1.77
"15484",1.28
"15485",1.3
"15486",1.28
"15487",1.29
"15488",1.31
"15489",1.3
"15490",1.27
"15491",1.43
"15492",1.52
"15493",1.32
"15494",1.32
"15495",1.41
"15496",1.51
"15497",1.44
"15498",1.46
"15499",1.4
"15500",1.4
"15501",1.26
